Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
M. Bruno PALUTEAU,RN,15654,QUALIF T2,0.1478703607492703,0.20997142972113797,29920,3301,33,75
Mme Béatrice POMAREL,DVC,3143,NON,0.02968931543598802,0.0421579279170523,29920,3301,33,75
Mme Virginie TOURNAY,REC,1164,NON,0.01099534303769967,0.015613053800651885,29920,3301,33,75
Mme Fanny QUANDALLE,EXG,511,NON,0.004826993378234133,0.006854184271592022,29920,3301,33,75
M. Nicolas THIERRY,UG,26547,QUALIF T2,0.35803684622231813,0.4944864582945274,19734,3302,33,75
Mme Véronique JURAMY,ENS,15610,QUALIF T2,0.2105305748118577,0.29076481764333345,19734,3302,33,75
Mme Flavie FOURNIER,RN,7510,NON,0.101286650662207,0.13988749394628022,19734,3302,33,75
Mme Christine ERRERA,LR,3692,NON,0.0497936503654951,0.06877025667771859,19734,3302,33,75
M. Guy DUPONT,EXG,307,NON,0.004140479594313921,0.005718436836419178,19734,3302,33,75
M. Yanis IVA,EXD,20,NON,0.00026973808432012515,0.0003725366017211191,19734,3302,33,75
M. David PIJOAN,EXG,0,NON,0.0,0.0,19734,3302,33,75
M. Sébastien SAINT-PASTEUR,UG,21913,QUALIF T2,0.27156347593317803,0.3849721543894169,22563,3307,33,75
Mme Bérangère COUILLARD,ENS,18854,QUALIF T2,0.23365389381847024,0.33123100437448394,22563,3307,33,75
Mme Clémence NAVEYS--DUMAS,RN,12766,QUALIF T2,0.15820651365686808,0.22427575060171115,22563,3307,33,75
M. Ousmane THIAM,ECO,1597,NON,0.01979130520993407,0.028056429085926107,22563,3307,33,75
Mme Christelle COTTON,DVC,760,NON,0.00941852971793982,0.013351838513026827,22563,3307,33,75
M. Dominique DE WITTE,REC,589,NON,0.007299360531403361,0.01034767484759579,22563,3307,33,75
Mme Monique ORATTO,EXG,442,NON,0.005477618599117632,0.007765148187839286,22563,3307,33,75
Mme Marie RECALDE,UG,27564,QUALIF T2,0.2528598556082525,0.3524357499041043,28883,3306,33,75
M. Eric POULLIAT,ENS,25636,QUALIF T2,0.23517324257630104,0.3277841708221455,28883,3306,33,75
M. Jimmy BOURLIEUX,RN,21174,QUALIF T2,0.19424084249924317,0.27073264288454163,28883,3306,33,75
M. Joanthan FLORIT,ECO,1387,NON,0.012723720059811575,0.017734305076077227,28883,3306,33,75
Mme Nicole DESTOUESSE,REC,929,NON,0.008522232109275382,0.01187827643523846,28883,3306,33,75
M. Franck BONHOMME,DVC,847,NON,0.007770000642148813,0.010829817158931084,28883,3306,33,75
M. Guillaume PERCHET,EXG,673,NON,0.006173802163124146,0.00860503771896177,28883,3306,33,75
M. Aurélien LOPEZ-LIGUORI,RN,37495,OUI,0.33943799677717224,0.516637960730279,35529,3407,34,76
M. Gabriel BLASCO,UG,18415,NON,0.16670891347250638,0.2537375129176714,35529,3407,34,76
Mme Jocelyne GIZARDIN,ENS,15618,NON,0.14138798862957397,0.21519807096107474,35529,3407,34,76
M. Daniel PILAUDEAU,EXG,1047,NON,0.009478372653039054,0.014426455390974854,35529,3407,34,76
Mme Stéphanie GALZY,RN,32781,QUALIF T2,0.32777722227777223,0.4887871648823547,30432,3405,34,76
M. Aurélien MANENC,UG,21640,QUALIF T2,0.21637836216378362,0.3226672233322399,30432,3405,34,76
M. Philippe HUPPÉ,ENS,9369,NON,0.09368063193680631,0.13969820773566338,30432,3405,34,76
M. Lilian BOURRIE,REC,1346,NON,0.013458654134586542,0.020069782005785346,30432,3405,34,76
M. Rémy GROUSSARD,DIV,1121,NON,0.011208879112088791,0.016714877881489877,30432,3405,34,76
Mme Véronique CHESNARD,EXG,809,NON,0.00808919108089191,0.012062744162466823,30432,3405,34,76
Mme Manon BOUQUIN,RN,35216,QUALIF T2,0.29245283018867924,0.41258757644632943,32147,3404,34,76
M. Sébastien ROME,UG,28171,QUALIF T2,0.2339473159712995,0.33004897251446913,32147,3404,34,76
M. Jean-François ELIAOU,ENS,19260,QUALIF T2,0.15994552218974223,0.22564847575977692,32147,3404,34,76
Mme Bleuette SIMON,REC,1822,NON,0.015130879617326601,0.021346392670525106,32147,3404,34,76
Mme Florence LARUE,EXG,886,NON,0.007357826202498007,0.010380298521451836,32147,3404,34,76
Mme Fanny DOMBRE-COSTE,UG,22968,QUALIF T2,0.24419494769073744,0.3389860526898384,24655,3403,34,76
Mme Lauriane TROISE,RN,21872,QUALIF T2,0.2325423152164668,0.32281012471404325,24655,3403,34,76
Mme Laurence CRISTOL,ENS,19714,QUALIF T2,0.20959853704176235,0.29096007674710356,24655,3403,34,76
M. Flavio DALMAU,ECO,2049,NON,0.021784894105639194,0.03024131060438344,24655,3403,34,76
Mme Babeth SEGURA,REC,793,NON,0.008431147401548014,0.011703933289056159,24655,3403,34,76
M. Serge GACHON,EXG,359,NON,0.00381687505315982,0.005298501955575234,24655,3403,34,76
M. Cédric DELAPIERRE,RN,25831,QUALIF T2,0.2700744427251056,0.40122085708516486,29580,3408,34,76
M. Sylvain CARRIERE,UG,21061,QUALIF T2,0.22020199907992138,0.32713067519920475,29580,3408,34,76
Mme Isabelle AUTIER,ENS,10854,NON,0.11348333403036259,0.16859011198956214,29580,3408,34,76
Mme Bérangère DUBUS,DVD,4083,NON,0.04268955710760738,0.06341933179043506,29580,3408,34,76
Mme Sabria BOUALLAGA,ECO,2019,NON,0.021109531178118857,0.031360183905189416,29580,3408,34,76
M. Thomas GARNIER,EXG,533,NON,0.005572748944000669,0.008278840030443765,29580,3408,34,76
M. Julien GABARRON,RN,25563,QUALIF T2,0.2692514298353714,0.41046597514371047,31359,3406,34,76
Mme Emmanuelle MÉNARD,DVD,16968,QUALIF T2,0.17872152178721523,0.27245576286971324,31359,3406,34,76
Mme Magali CROZIER,UG,13126,QUALIF T2,0.1382542842396857,0.2107646359870259,31359,3406,34,76
Mme Sarah Fatima DAUDÉ-ALLAOUI,ENS,6149,NON,0.06476653921909396,0.09873470567455603,31359,3406,34,76
M. Laurent GILHODES,EXG,472,NON,0.004971508621143658,0.00757892032499438,31359,3406,34,76
M. Charles ALLONCLE,UXD,21734,QUALIF T2,0.2397784691423402,0.3642610531961251,29271,3409,34,76
Mme Nadia BELAOUNI,UG,17463,QUALIF T2,0.19265903223671146,0.2926792478128247,29271,3409,34,76
M. Patrick VIGNAL,ENS,14918,QUALIF T2,0.16458154056618346,0.2500251399456977,29271,3409,34,76
M. Anthony BELIN,DVD,2046,NON,0.022572317468723107,0.03429088593168639,29271,3409,34,76
M. Frédéric BORT,REC,1481,NON,0.01633900399373359,0.024821506385546206,29271,3409,34,76
M. William VISTE,DVD,899,NON,0.00991813949383288,0.015067207454831897,29271,3409,34,76
M. Patrice BOCCADIFUOCO,DVD,584,NON,0.006442929326360848,0.009787818858311266,29271,3409,34,76
Mme Nathalie PEIRO,EXG,459,NON,0.005063877672602105,0.0076928233835014915,29271,3409,34,76
M. Géry LALY,DVD,82,NON,0.0009046578848657355,0.001374317031475212,29271,3409,34,76
M. Josyan OLIVA,UXD,20891,QUALIF T2,0.22864679099903687,0.34108868861024033,28757,3401,34,76
M. Jean-Louis ROUMEGAS,UG,20851,QUALIF T2,0.2282090009631381,0.3404356060606061,28757,3401,34,76
Mme Patricia MIRALLES,ENS,13806,QUALIF T2,0.15110323089046493,0.22541144200626959,28757,3401,34,76
M. Eric CHAVEROCHE,LR,2626,NON,0.0287409158567551,0.042874869383490076,28757,3401,34,76
Mme Stéphanie LÉVY,DVD,1479,NON,0.0161872865773575,0.024147727272727272,28757,3401,34,76
M. Alexandre ARGUEL,REC,1104,NON,0.012083004990806409,0.018025078369905956,28757,3401,34,76
Mme Morgane LACHIVER,EXG,491,NON,0.005373872690657561,0.008016588296760711,28757,3401,34,76
Mme Nathalie OZIOL,UG,24707,OUI,0.3675214946598042,0.5822042085915593,23960,3402,34,76
M. Robert LE STUM,ENS,7230,NON,0.10754767500669384,0.17037019581968565,23960,3402,34,76
Mme Flavia MANGANO,RN,7202,NON,0.10713116948799571,0.16971039423144896,23960,3402,34,76
Mme Sandra HOUÉE,LR,1821,NON,0.027087733912474342,0.04291066757782124,23960,3402,34,76
Mme Christelle BOYER,UDI,1157,NON,0.017210603040490286,0.02726394419963711,23960,3402,34,76
M. Didier MICHEL,EXG,301,NON,0.004477434326004819,0.007092867073544313,23960,3402,34,76
M. Hugo LEBOON,DIV,19,NON,0.000282628744830869,0.0004477225063034616,23960,3402,34,76
M. Tristan LAHAIS,UG,30361,QUALIF T2,0.3039139139139139,0.4031041716455562,23110,3502,35,53
Mme Laurence MAILLART-MÉHAIGNERIE,ENS,25792,QUALIF T2,0.2581781781781782,0.34244138187418677,23110,3502,35,53
Mme Bérénice VANHAECKE,RN,13130,QUALIF T2,0.13143143143143143,0.17432751799038743,23110,3502,35,53
M. Christophe DECOURCELLE,LR,5218,NON,0.05223223223223223,0.06927958788071908,23110,3502,35,53
Mme Florence DEFRANCE,EXG,746,NON,0.007467467467467468,0.009904670862210892,23110,3502,35,53
M. Olivier HANNE,ECO,71,NON,0.0007107107107107107,0.0009426697469396426,23110,3502,35,53
Mme Christine LE NABOUR,ENS,33147,QUALIF T2,0.2970480696849124,0.4242110112877217,30678,3505,35,53
Mme Françoise GILOIS,RN,23298,QUALIF T2,0.20878589095601677,0.2981647853797128,30678,3505,35,53
M. Gilles RENAULT,UG,20200,QUALIF T2,0.18102304907337707,0.2585169827740664,30678,3505,35,53
Mme Christelle JARNY,EXG,1493,NON,0.01337957486468079,0.019107220558499064,30678,3505,35,53
M. Thierry BENOIT,ENS,26968,QUALIF T2,0.2975024269702586,0.4180501945464974,24462,3506,35,53
M. Tangi MARION,RN,19960,QUALIF T2,0.22019239255140766,0.30941419026802464,24462,3506,35,53
Mme Elsa LAFAYE,UG,16209,QUALIF T2,0.17881254964257348,0.2512672650327861,24462,3506,35,53
M. Ludovic HUBERT,EXG,839,NON,0.00925558203159474,0.013005937156055743,24462,3506,35,53
M. Pascal THEVENET,DVC,402,NON,0.004434736563410114,0.006231688601590475,24462,3506,35,53
M. Gilliatt DE STAËRCK,DVG,131,NON,0.001445150472156032,0.0020307243950456527,24462,3506,35,53
M. Jean-Luc BOURGEAUX,DVD,32549,QUALIF T2,0.3051974233232379,0.4333280080943632,30003,3507,35,53
M. Dylan LEMOINE,RN,21184,QUALIF T2,0.1986328985738263,0.28202465585643155,30003,3507,35,53
M. Nicolas GUIVARC'H,UG,16701,QUALIF T2,0.15659781151253177,0.22234204009904945,30003,3507,35,53
M. Christophe FICHET,DVC,3665,NON,0.03436506671417454,0.0487925020635301,30003,3507,35,53
M. Edouard DESCOTTES,EXG,1015,NON,0.00951720128646307,0.013512793886625662,30003,3507,35,53
M. Jacques FRANÇOIS,RN,22275,QUALIF T2,0.22802186553107853,0.3229899224244182,26760,3504,35,53
Mme Mathilde HIGNET,UG,22139,QUALIF T2,0.22662967815903692,0.32101790763430726,26760,3504,35,53
Mme Anne PATAULT,ENS,16595,QUALIF T2,0.16987756940463516,0.2406293047197854,26760,3504,35,53
M. Jeremy GILBERT,LR,6103,NON,0.06247440832036688,0.0884941637062278,26760,3504,35,53
Mme Sophie HUBERT,DSV,985,NON,0.010083121775448366,0.014282607119553396,26760,3504,35,53
Mme Sandra CHIRAZI,EXG,868,NON,0.008885431168618459,0.012586094395707967,26760,3504,35,53
Mme Claudia ROUAUX,UG,24649,QUALIF T2,0.2639814081007561,0.36767601431980906,24526,3503,35,53
Mme Charlotte FAILLÉ,ENS,19919,QUALIF T2,0.2133249084327543,0.29712112171837707,24526,3503,35,53
Mme Virginie D'ORSANNE,RN,18850,QUALIF T2,0.2018763253153983,0.2811754176610978,24526,3503,35,53
M. Victor ROULET,DVD,1688,NON,0.018077837513654764,0.025178997613365155,24526,3503,35,53
M. Mathieu GUIHARD,REG,1132,NON,0.012123289138304025,0.0168854415274463,24526,3503,35,53
M. Jean-Louis AMISSE,EXG,802,NON,0.00858911474286204,0.011963007159904535,24526,3503,35,53
Mme Marie MESMEUR,UG,28467,QUALIF T2,0.3017553901927113,0.4230683490124392,25504,3501,35,53
M. Nicolas BOUCHER,ENS,21453,QUALIF T2,0.2274057113782357,0.3188283026438985,25504,3501,35,53
Mme Jeanne REY DU BOISSIEU,RN,11878,QUALIF T2,0.12590896563420892,0.1765274124273634,25504,3501,35,53
Mme Joëlle LE GALL,LR,3372,NON,0.03574381479361445,0.050113692095055506,25504,3501,35,53
M. Sébastien GIRARD,REG,887,NON,0.009402361720621595,0.0131823383417302,25504,3501,35,53
Mme Valérie HAMON,EXG,875,NON,0.009275159532743963,0.013003997800466658,25504,3501,35,53
Mme Rosa VASQUEZ,DVG,347,NON,0.0036782632661281774,0.005157013984870777,25504,3501,35,53
M. Frédéric MATHIEU,DVG,8,NON,8.480145858508766e-05,0.00011889369417569516,25504,3501,35,53
M. Mickaël BOULOUX,UG,36029,OUI,0.39180269038789867,0.5284161741196486,22703,3508,35,53
Mme Hermine MAUZE,ENS,17517,NON,0.19049120784714596,0.25691154686652096,22703,3508,35,53
Mme Kellie LUCCO,RN,9820,NON,0.10678904270474243,0.14402417024771572,22703,3508,35,53
M. Mahé GARGAM,LR,3390,NON,0.03686505649379601,0.04971913820160451,22703,3508,35,53
M. Maël EGRON,REG,768,NON,0.008351729612753787,0.01126380476071748,22703,3508,35,53
M. Fabrice LUCAS,EXG,654,NON,0.007112019748360647,0.00959183374154848,22703,3508,35,53
M. Camille CHAMPALAUNE,ECO,5,NON,5.43732396663658e-05,7.333206224425444e-05,22703,3508,35,53
M. Marc SIFFERT,UXD,24512,QUALIF T2,0.28055075482711656,0.41714032878390794,26395,3602,36,24
M. Nicolas FORISSIER,LR,18700,QUALIF T2,0.21402982683041283,0.3182328715836765,26395,3602,36,24
M. Clément SAPIN,UG,13783,QUALIF T2,0.1577525723638278,0.234556345937851,26395,3602,36,24
M. Damien MERCIER,EXG,931,NON,0.010655709560380446,0.015843572376706035,26395,3602,36,24
M. Pierre SCHWARZ,DIV,836,NON,0.00956839225830081,0.01422688131785848,26395,3602,36,24
Mme Mylène WUNSCH,RN,19755,QUALIF T2,0.25630879013947455,0.4020064711747828,26156,3601,36,24
M. François JOLIVET,HOR,17256,QUALIF T2,0.22388582549464808,0.3511528051932195,26156,3601,36,24
Mme Eloïse GONZALEZ,UG,10658,QUALIF T2,0.13828089523191697,0.21688610325390204,26156,3601,36,24
Mme Véronique GELINAUD,EXG,756,NON,0.009808627959779435,0.01538430231375023,26156,3601,36,24
Mme Marie-Odile TRUSCH,REC,716,NON,0.009289652935452482,0.014570318064345455,26156,3601,36,24
M. Henri ALFANDARI,ENS,22174,QUALIF T2,0.2230537868042772,0.3287325989948557,29596,3703,37,24
M. Jules ROBIN,UXD,21724,QUALIF T2,0.21852712476486505,0.322061287118438,29596,3703,37,24
Mme Sandra BARBIER,UG,17240,QUALIF T2,0.17342145235436723,0.2555853705543119,29596,3703,37,24
M. Emmanuel FRANÇOIS,DIV,3248,NON,0.03267244067557916,0.04815204661023231,29596,3703,37,24
M. Christophe LEGENDRE,EXG,1060,NON,0.010662803915059702,0.015714645753339362,29596,3703,37,24
M. Amin BRIMOU,DIV,1004,NON,0.010099485972377302,0.014884438053162943,29596,3703,37,24
M. Xavier BOURIN,REC,1003,NON,0.01008942672340083,0.014869612915659794,29596,3703,37,24
M. François DUCAMP,RN,21118,QUALIF T2,0.24086134333975842,0.35247187635611044,26115,3705,37,24
Mme Sabine THILLAYE,ENS,16025,QUALIF T2,0.18277313320483138,0.26746670227325836,26115,3705,37,24
Mme Marina COCCIA,UG,14457,QUALIF T2,0.16488930962510123,0.24129585739560036,26115,3705,37,24
Mme Constance BALES,LR,6805,NON,0.077614425676061,0.11357946389825417,26115,3705,37,24
M. David BILLON,REC,809,NON,0.009227049283164342,0.013502687184965117,26115,3705,37,24
Mme Christine DELARUE,EXG,700,NON,0.00798384981237953,0.011683412891811597,26115,3705,37,24
Mme Corine FOUGERON,RN,22396,QUALIF T2,0.24050687285223368,0.3508310227610947,27451,3702,37,24
M. Daniel LABARONNE,ENS,20801,QUALIF T2,0.22337843642611685,0.32584551279038804,27451,3702,37,24
Mme Christelle GOBERT,UG,14891,QUALIF T2,0.159911941580756,0.2332659742782399,27451,3702,37,24
M. Maxime MAINTIER,LR,4123,NON,0.044276202749140896,0.06458636840703667,27451,3702,37,24
Mme Anne BRUNET,EXG,938,NON,0.010073024054982819,0.014693672948290177,27451,3702,37,24
M. Philippe SAINTIGNAN,REC,688,NON,0.007388316151202749,0.010777448814950578,27451,3702,37,24
M. Jean-François BELLANGER,RN,20328,QUALIF T2,0.2192076261133996,0.3288681809357406,29246,3704,37,24
M. Laurent BAUMEL,UG,18374,QUALIF T2,0.19813660577565942,0.2972561962078561,29246,3704,37,24
Mme Fabienne COLBOC,ENS,17092,QUALIF T2,0.18431211853257704,0.27651588688280593,29246,3704,37,24
Mme Sophie LAGRÉE,LR,5287,NON,0.05701253046347618,0.08553355335533554,29246,3704,37,24
M. Kévin GARDEAU,EXG,731,NON,0.007882761446718572,0.011826182618261826,29246,3704,37,24
M. Charles FOURNIER,UG,21250,QUALIF T2,0.29528653215496636,0.45322697606961565,24259,3701,37,24
M. Benoist PIERRE,ENS,11333,QUALIF T2,0.1574815185370463,0.24171394446103314,24259,3701,37,24
Mme Lisa GARBAY,RN,8870,NON,0.12325607248068479,0.18918227189352899,24259,3701,37,24
M. Lucas JANER,LR,2774,NON,0.038547051303429496,0.05916478266433477,24259,3701,37,24
M. Alain DAYAN,DVG,1690,NON,0.023483964204324383,0.03604487480271296,24259,3701,37,24
M. Arnaud OSSART,REC,496,NON,0.006892335056417098,0.01057885082967197,24259,3701,37,24
M. Thomas JOUHANNAUD,EXG,473,NON,0.006572730809849369,0.010088299279102503,24259,3701,37,24
M. Jérémie IORDANOFF,UG,27991,QUALIF T2,0.26179386457164233,0.36416741475092046,28359,3805,38,84
Mme Frédérique SCHREIBER,RN,23674,QUALIF T2,0.22141788252899364,0.3080025499915434,28359,3805,38,84
M. Jean-Charles COLAS-ROY,ENS,15783,QUALIF T2,0.14761503928170594,0.20533937004800748,28359,3805,38,84
M. Dominique ESCARON,DVC,7250,NON,0.06780770669659558,0.09432366678375811,28359,3805,38,84
M. Philippe GARRIGOS,DSV,791,NON,0.007398054620276842,0.010291037300131402,28359,3805,38,84
Mme Christine TULIPE,EXG,755,NON,0.007061354283576506,0.009822671506446536,28359,3805,38,84
Mme Béatrice LACROUTS,REC,619,NON,0.005789375233819678,0.00805328961919259,28359,3805,38,84
M. Thierry PEREZ,RN,28348,QUALIF T2,0.2852054932340661,0.4283081014111746,31677,3810,38,84
Mme Joëlle RICHOL,UG,16833,QUALIF T2,0.1693545953015745,0.25432870999909346,31677,3810,38,84
Mme Marjolaine MEYNIER-MILLEFERT,ENS,14688,QUALIF T2,0.14777403289903918,0.221920043513734,31677,3810,38,84
M. Aurélien LEPRETRE,LR,5318,NON,0.053503697369082955,0.08034931858701236,31677,3810,38,84
M. Clément BORDES,EXG,999,NON,0.010050807384677297,0.015093826488985586,31677,3810,38,84
M. Benoît AUGUSTE,RN,28531,QUALIF T2,0.2941340206185567,0.4209788558865625,27807,3807,38,84
M. Yannick NEUDER,LR,18678,QUALIF T2,0.19255670103092784,0.2755964764729317,27807,3807,38,84
Mme Dominique DICHARD,UG,13427,QUALIF T2,0.13842268041237113,0.19811724433033803,27807,3807,38,84
Mme Helena CHESSER,ENS,6507,NON,0.06708247422680412,0.09601168606967377,27807,3807,38,84
M. Bruno PERRODIN,EXG,630,NON,0.0064948453608247424,0.009295737240494002,27807,3807,38,84
Mme Cécile BENE,RN,24106,QUALIF T2,0.23791946308724832,0.34036004235792444,28739,3809,38,84
Mme Sandrine NOSBÉ,UG,19825,QUALIF T2,0.19566719305171734,0.2799152841510766,28739,3809,38,84
Mme Élodie JACQUIER-LAFORGE,ENS,19307,QUALIF T2,0.1905546782471378,0.27260148252735616,28739,3809,38,84
Mme Héloïse BARADEL,LR,5468,NON,0.05396762731938413,0.0772043769855277,28739,3809,38,84
Mme Gaelle OFFRANC PIRET,ECO,833,NON,0.008221476510067114,0.011761383692199083,28739,3809,38,84
Mme Claude DETROYAT,EXG,756,NON,0.007461508093170154,0.010674196964348747,28739,3809,38,84
M. Salvador VERO,REC,397,NON,0.003918278720884327,0.005605365337098482,28739,3809,38,84
M. Valentin RADLO,DIV,124,NON,0.0012238452427951046,0.0017507942110836568,28739,3809,38,84
Mme Emma VASSAL,EXG,9,NON,8.88274772996447e-05,0.00012707377338510412,28739,3809,38,84
Mme Marie-Noëlle BATTISTEL,UG,27548,QUALIF T2,0.2974913877819894,0.42520876101687066,26385,3804,38,84
Mme Anne-Marie MALANDRINO,UXD,20812,QUALIF T2,0.2247491927732962,0.32123728525784495,26385,3804,38,84
Mme Evelyne DE CARO,ENS,7751,NON,0.08370319974946275,0.11963819902140861,26385,3804,38,84
Mme Alexandra VEYRET,LR,7219,NON,0.07795812140257664,0.11142667510457345,26385,3804,38,84
M. David BABUT,REC,838,NON,0.009049578298290515,0.012934693688548628,26385,3804,38,84
M. Alain ZIEGLER,EXG,619,NON,0.006684593038952063,0.0095543859107537,26385,3804,38,84
M. Alexis JOLLY,RN,29167,QUALIF T2,0.32032639971884813,0.4755359908698133,28202,3806,38,84
Mme Yaqine DI SPIGNO,UG,12791,QUALIF T2,0.14047707953522084,0.20854324610744274,28202,3806,38,84
Mme Cendra MOTIN,ENS,10712,NON,0.11764447470731654,0.17464742805902014,28202,3806,38,84
Mme Annie POURTIER,LR,7816,NON,0.08583917235925934,0.12743131980109237,28202,3806,38,84
Mme Denise GOMEZ,EXG,664,NON,0.007292375952731346,0.01082579277737018,28202,3806,38,84
M. Pierre FABRE,EXG,185,NON,0.0020317613723724384,0.00301622238526127,28202,3806,38,84
Mme Hanane MANSOURI,UXD,22847,QUALIF T2,0.27579005818304725,0.3991997483925077,24248,3808,38,84
Mme Cécile MICHEL,UG,14021,QUALIF T2,0.16924989739504115,0.2449853228962818,24248,3808,38,84
Mme Caroline ABADIE,ENS,11727,QUALIF T2,0.1415586296805968,0.20490285155157953,24248,3808,38,84
M. Jean-Claude LASSALLE,LR,7923,NON,0.09563989280799594,0.1384365389991613,24248,3808,38,84
M. Jacques LACAILLE,EXG,623,NON,0.007520339924193042,0.010885518590998042,24248,3808,38,84
Mme Aurore GALVES,DIV,91,NON,0.0010984766181405567,0.0015900195694716242,24248,3808,38,84
M. Hugo PREVOST,UG,25207,QUALIF T2,0.30051621979279675,0.40189732142857143,20247,3801,38,84
M. Olivier VÉRAN,ENS,21089,QUALIF T2,0.2514216907688456,0.3362404336734694,20247,3801,38,84
M. Alexandre LACROIX,UXD,11504,QUALIF T2,0.13714994217861443,0.18341836734693878,20247,3801,38,84
Mme Nathalie BÉRANGER,LR,4379,NON,0.052206154102933985,0.06981823979591836,20247,3801,38,84
M. Rémi ADAM,EXG,541,NON,0.006449766926167455,0.00862563775510204,20247,3801,38,84
Mme Cyrielle CHATELAIN,UG,22185,QUALIF T2,0.280060594584359,0.42171193947573515,25415,3802,38,84
M. Edouard ROBERT,RN,16043,QUALIF T2,0.2025247743482926,0.3049594160472941,25415,3802,38,84
Mme Louve CARRIÈRE,ENS,10114,QUALIF T2,0.12767783879315786,0.19225578345087155,25415,3802,38,84
Mme Raphaele DE CARVALHO,LR,3064,NON,0.038679543015842956,0.058243199574201154,25415,3802,38,84
Mme Chantal GOMEZ,EXG,661,NON,0.008344379221107114,0.012564867793259452,25415,3802,38,84
M. Bruno LAFEUILLE,REC,540,NON,0.006816890740390077,0.010264793658638584,25415,3802,38,84
Mme Élisa MARTIN,UG,16933,QUALIF T2,0.29470221727174634,0.42835820895522386,17232,3803,38,84
Mme Christel DUPRÉ,RN,8989,QUALIF T2,0.1564447074384768,0.22739691373640272,17232,3803,38,84
